ASCII SCAN ANALOG DATA:			04.09.19 234tmb ei -8 200um 7.9-6 35c.sac
DATE:	04/09/2019	TIME:	10:32:59 PM

Number of stored SCA cycles			1
Converted SCA cycle			1

INFO SCAN:		1
Data Titel	Ion Current
Data Unit	A
Scan Titel	Mass
Scan Unit	amu
Comment	
First Mass	  1.00
Scan Width	220
Values/Mass	64
Zoom Start	  1.00
Zoom End	221.00

Cycle	CycleDate	CycleTime	
1	04/09/2019	10:33:00:14 PM
ScanData	1
   2.08	1.90625E-010
   2.09	1.9375E-010
   2.11	1.96875E-010
   2.13	2.0625E-010
   2.14	2.15625E-010
   2.16	2.28125E-010
   2.17	2.34375E-010
   2.19	2.34375E-010
   2.20	2.3125E-010
   2.22	2.25E-010
   2.23	2.21875E-010
   2.25	2.25E-010
   2.27	2.25E-010
   2.28	2.28125E-010
   2.30	2.28125E-010
   2.31	2.28125E-010
   2.33	2.25E-010
   2.34	2.25E-010
   2.36	2.125E-010
   2.38	1.96875E-010
   2.39	1.90625E-010
   2.41	1.84375E-010
   2.42	1.75E-010
   2.44	1.625E-010
   2.45	1.5625E-010
   2.47	1.46875E-010
   2.48	1.40625E-010
   2.50	1.3125E-010
   2.52	1.21875E-010
   2.53	1.15625E-010
   2.55	1.15625E-010
   2.56	1.125E-010
   2.58	1.125E-010
   2.59	1.125E-010
   2.61	1.125E-010
   2.63	1.125E-010
   2.64	1.125E-010
   2.66	1.125E-010
   2.67	1.125E-010
   2.69	1.125E-010
   2.70	1.125E-010
   2.72	1.125E-010
   2.73	1.125E-010
   2.75	1.125E-010
   2.77	1.125E-010
   2.78	1.125E-010
   2.80	1.125E-010
   2.81	1.125E-010
   2.83	1.125E-010
   2.84	1.125E-010
   2.86	1.125E-010
   2.88	1.125E-010
   2.89	1.125E-010
   2.91	1.125E-010
   2.92	1.125E-010
   2.94	1.125E-010
   2.95	1.125E-010
   2.97	1.125E-010
   2.98	1.125E-010
   3.00	1.125E-010
   3.02	1.125E-010
   3.03	1.125E-010
   3.05	1.125E-010
   3.06	1.125E-010
   3.08	1.125E-010
   3.09	1.125E-010
   3.11	1.125E-010
   3.13	1.125E-010
   3.14	1.125E-010
   3.16	1.125E-010
   3.17	1.125E-010
   3.19	1.125E-010
   3.20	1.125E-010
   3.22	1.125E-010
   3.23	1.125E-010
   3.25	1.125E-010
   3.27	1.125E-010
   3.28	1.125E-010
   3.30	1.125E-010
   3.31	1.125E-010
   3.33	1.125E-010
   3.34	1.125E-010
   3.36	1.125E-010
   3.38	1.125E-010
   3.39	1.125E-010
   3.41	1.125E-010
   3.42	1.15625E-010
   3.44	1.125E-010
   3.45	1.125E-010
   3.47	1.15625E-010
   3.48	1.15625E-010
   3.50	1.125E-010
   3.52	1.125E-010
   3.53	1.125E-010
   3.55	1.125E-010
   3.56	1.125E-010
   3.58	1.125E-010
   3.59	1.125E-010
   3.61	1.15625E-010
   3.63	1.15625E-010
   3.64	1.15625E-010
   3.66	1.15625E-010
   3.67	1.125E-010
   3.69	1.125E-010
   3.70	1.125E-010
   3.72	1.125E-010
   3.73	1.125E-010
   3.75	1.125E-010
   3.77	1.125E-010
   3.78	1.125E-010
   3.80	1.125E-010
   3.81	1.125E-010
   3.83	1.125E-010
   3.84	1.125E-010
   3.86	1.125E-010
   3.88	1.125E-010
   3.89	1.125E-010
   3.91	1.125E-010
   3.92	1.125E-010
   3.94	1.125E-010
   3.95	1.125E-010
   3.97	1.125E-010
   3.98	1.125E-010
   4.00	1.125E-010
   4.02	1.125E-010
   4.03	1.125E-010
   4.05	1.125E-010
   4.06	1.125E-010
   4.08	1.125E-010
   4.09	1.125E-010
   4.11	1.125E-010
   4.13	1.125E-010
   4.14	1.125E-010
   4.16	1.125E-010
   4.17	1.125E-010
   4.19	1.125E-010
   4.20	1.125E-010
   4.22	1.125E-010
   4.23	1.125E-010
   4.25	1.125E-010
   4.27	1.125E-010
   4.28	1.125E-010
   4.30	1.125E-010
   4.31	1.125E-010
   4.33	1.125E-010
   4.34	1.125E-010
   4.36	1.125E-010
   4.38	1.125E-010
   4.39	1.125E-010
   4.41	1.125E-010
   4.42	1.125E-010
   4.44	1.125E-010
   4.45	1.125E-010
   4.47	1.125E-010
   4.48	1.125E-010
   4.50	1.125E-010
   4.52	1.125E-010
   4.53	1.125E-010
   4.55	1.125E-010
   4.56	1.125E-010
   4.58	1.125E-010
   4.59	1.125E-010
   4.61	1.125E-010
   4.63	1.125E-010
   4.64	1.125E-010
   4.66	1.125E-010
   4.67	1.125E-010
   4.69	1.125E-010
   4.70	1.125E-010
   4.72	1.125E-010
   4.73	1.125E-010
   4.75	1.125E-010
   4.77	1.125E-010
   4.78	1.125E-010
   4.80	1.125E-010
   4.81	1.125E-010
   4.83	1.125E-010
   4.84	1.125E-010
   4.86	1.125E-010
   4.88	1.125E-010
   4.89	1.125E-010
   4.91	1.125E-010
   4.92	1.125E-010
   4.94	1.125E-010
   4.95	1.125E-010
   4.97	1.125E-010
   4.98	1.125E-010
   5.00	1.125E-010
   5.02	1.125E-010
   5.03	1.125E-010
   5.05	1.125E-010
   5.06	1.125E-010
   5.08	1.125E-010
   5.09	1.125E-010
   5.11	1.125E-010
   5.13	1.125E-010
   5.14	1.125E-010
   5.16	1.125E-010
   5.17	1.125E-010
   5.19	1.125E-010
   5.20	1.125E-010
   5.22	1.125E-010
   5.23	1.125E-010
   5.25	1.125E-010
   5.27	1.125E-010
   5.28	1.125E-010
   5.30	1.125E-010
   5.31	1.125E-010
   5.33	1.125E-010
   5.34	1.125E-010
   5.36	1.125E-010
   5.38	1.125E-010
   5.39	1.125E-010
   5.41	1.125E-010
   5.42	1.125E-010
   5.44	1.125E-010
   5.45	1.125E-010
   5.47	1.125E-010
   5.48	1.125E-010
   5.50	1.125E-010
   5.52	1.125E-010
   5.53	1.125E-010
   5.55	1.125E-010
   5.56	1.125E-010
   5.58	1.125E-010
   5.59	1.125E-010
   5.61	1.125E-010
   5.63	1.125E-010
   5.64	1.125E-010
   5.66	1.125E-010
   5.67	1.125E-010
   5.69	1.125E-010
   5.70	1.125E-010
   5.72	1.125E-010
   5.73	1.125E-010
   5.75	1.125E-010
   5.77	1.125E-010
   5.78	1.125E-010
   5.80	1.125E-010
   5.81	1.125E-010
   5.83	1.125E-010
   5.84	1.125E-010
   5.86	1.125E-010
   5.88	1.125E-010
   5.89	1.125E-010
   5.91	1.125E-010
   5.92	1.125E-010
   5.94	1.125E-010
   5.95	1.125E-010
   5.97	1.125E-010
   5.98	1.125E-010
   6.00	1.125E-010
   6.02	1.125E-010
   6.03	1.125E-010
   6.05	1.125E-010
   6.06	1.125E-010
   6.08	1.125E-010
   6.09	1.125E-010
   6.11	1.125E-010
   6.13	1.125E-010
   6.14	1.125E-010
   6.16	1.125E-010
   6.17	1.125E-010
   6.19	1.125E-010
   6.20	1.125E-010
   6.22	1.125E-010
   6.23	1.125E-010
   6.25	1.125E-010
   6.27	1.125E-010
   6.28	1.125E-010
   6.30	1.125E-010
   6.31	1.125E-010
   6.33	1.125E-010
   6.34	1.125E-010
   6.36	1.125E-010
   6.38	1.125E-010
   6.39	1.125E-010
   6.41	1.125E-010
   6.42	1.125E-010
   6.44	1.125E-010
   6.45	1.125E-010
   6.47	1.125E-010
   6.48	1.125E-010
   6.50	1.125E-010
   6.52	1.125E-010
   6.53	1.125E-010
   6.55	1.125E-010
   6.56	1.125E-010
   6.58	1.125E-010
   6.59	1.125E-010
   6.61	1.125E-010
   6.63	1.125E-010
   6.64	1.125E-010
   6.66	1.125E-010
   6.67	1.125E-010
   6.69	1.125E-010
   6.70	1.125E-010
   6.72	1.125E-010
   6.73	1.125E-010
   6.75	1.125E-010
   6.77	1.125E-010
   6.78	1.125E-010
   6.80	1.125E-010
   6.81	1.125E-010
   6.83	1.125E-010
   6.84	1.125E-010
   6.86	1.125E-010
   6.88	1.125E-010
   6.89	1.125E-010
   6.91	1.125E-010
   6.92	1.125E-010
   6.94	1.125E-010
   6.95	1.125E-010
   6.97	1.125E-010
   6.98	1.125E-010
   7.00	1.125E-010
   7.02	1.125E-010
   7.03	1.125E-010
   7.05	1.125E-010
   7.06	1.125E-010
   7.08	1.125E-010
   7.09	1.125E-010
   7.11	1.125E-010
   7.13	1.125E-010
   7.14	1.125E-010
   7.16	1.125E-010
   7.17	1.125E-010
   7.19	1.125E-010
   7.20	1.125E-010
   7.22	1.125E-010
   7.23	1.125E-010
   7.25	1.125E-010
   7.27	1.125E-010
   7.28	1.125E-010
   7.30	1.125E-010
   7.31	1.125E-010
   7.33	1.125E-010
   7.34	1.125E-010
   7.36	1.125E-010
   7.38	1.125E-010
   7.39	1.125E-010
   7.41	1.125E-010
   7.42	1.125E-010
   7.44	1.125E-010
   7.45	1.125E-010
   7.47	1.125E-010
   7.48	1.125E-010
   7.50	1.125E-010
   7.52	1.125E-010
   7.53	1.125E-010
   7.55	1.125E-010
   7.56	1.125E-010
   7.58	1.125E-010
   7.59	1.125E-010
   7.61	1.125E-010
   7.63	1.125E-010
   7.64	1.125E-010
   7.66	1.125E-010
   7.67	1.125E-010
   7.69	1.125E-010
   7.70	1.125E-010
   7.72	1.125E-010
   7.73	1.125E-010
   7.75	1.125E-010
   7.77	1.125E-010
   7.78	1.125E-010
   7.80	1.125E-010
   7.81	1.125E-010
   7.83	1.125E-010
   7.84	1.125E-010
   7.86	1.125E-010
   7.88	1.125E-010
   7.89	1.125E-010
   7.91	1.125E-010
   7.92	1.125E-010
   7.94	1.125E-010
   7.95	1.125E-010
   7.97	1.125E-010
   7.98	1.125E-010
   8.00	1.125E-010
   8.02	1.125E-010
   8.03	1.125E-010
   8.05	1.125E-010
   8.06	1.125E-010
   8.08	1.125E-010
   8.09	1.125E-010
   8.11	1.125E-010
   8.13	1.125E-010
   8.14	1.125E-010
   8.16	1.125E-010
   8.17	1.125E-010
   8.19	1.125E-010
   8.20	1.125E-010
   8.22	1.125E-010
   8.23	1.125E-010
   8.25	1.125E-010
   8.27	1.125E-010
   8.28	1.125E-010
   8.30	1.125E-010
   8.31	1.125E-010
   8.33	1.125E-010
   8.34	1.125E-010
   8.36	1.125E-010
   8.38	1.125E-010
   8.39	1.125E-010
   8.41	1.125E-010
   8.42	1.125E-010
   8.44	1.125E-010
   8.45	1.125E-010
   8.47	1.125E-010
   8.48	1.125E-010
   8.50	1.125E-010
   8.52	1.125E-010
   8.53	1.125E-010
   8.55	1.125E-010
   8.56	1.125E-010
   8.58	1.125E-010
   8.59	1.125E-010
   8.61	1.125E-010
   8.63	1.125E-010
   8.64	1.125E-010
   8.66	1.125E-010
   8.67	1.125E-010
   8.69	1.125E-010
   8.70	1.125E-010
   8.72	1.125E-010
   8.73	1.125E-010
   8.75	1.125E-010
   8.77	1.125E-010
   8.78	1.125E-010
   8.80	1.125E-010
   8.81	1.125E-010
   8.83	1.125E-010
   8.84	1.125E-010
   8.86	1.125E-010
   8.88	1.125E-010
   8.89	1.125E-010
   8.91	1.125E-010
   8.92	1.125E-010
   8.94	1.125E-010
   8.95	1.125E-010
   8.97	1.125E-010
   8.98	1.125E-010
   9.00	1.125E-010
   9.02	1.125E-010
   9.03	1.125E-010
   9.05	1.125E-010
   9.06	1.125E-010
   9.08	1.125E-010
   9.09	1.125E-010
   9.11	1.125E-010
   9.13	1.125E-010
   9.14	1.125E-010
   9.16	1.125E-010
   9.17	1.125E-010
   9.19	1.125E-010
   9.20	1.125E-010
   9.22	1.125E-010
   9.23	1.125E-010
   9.25	1.125E-010
   9.27	1.125E-010
   9.28	1.125E-010
   9.30	1.125E-010
   9.31	1.125E-010
   9.33	1.125E-010
   9.34	1.125E-010
   9.36	1.125E-010
   9.38	1.125E-010
   9.39	1.125E-010
   9.41	1.125E-010
   9.42	1.125E-010
   9.44	1.125E-010
   9.45	1.125E-010
   9.47	1.125E-010
   9.48	1.125E-010
   9.50	1.125E-010
   9.52	1.125E-010
   9.53	1.125E-010
   9.55	1.125E-010
   9.56	1.125E-010
   9.58	1.125E-010
   9.59	1.125E-010
   9.61	1.125E-010
   9.63	1.125E-010
   9.64	1.125E-010
   9.66	1.125E-010
   9.67	1.125E-010
   9.69	1.125E-010
   9.70	1.125E-010
   9.72	1.125E-010
   9.73	1.125E-010
   9.75	1.125E-010
   9.77	1.125E-010
   9.78	1.125E-010
   9.80	1.125E-010
   9.81	1.125E-010
   9.83	1.125E-010
   9.84	1.125E-010
   9.86	1.125E-010
   9.88	1.125E-010
   9.89	1.125E-010
   9.91	1.125E-010
   9.92	1.125E-010
   9.94	1.125E-010
   9.95	1.125E-010
   9.97	1.125E-010
   9.98	1.125E-010
  10.00	1.125E-010
  10.02	1.125E-010
  10.03	1.125E-010
  10.05	1.125E-010
  10.06	1.125E-010
  10.08	1.125E-010
  10.09	1.125E-010
  10.11	1.125E-010
  10.13	1.125E-010
  10.14	1.125E-010
  10.16	1.125E-010
  10.17	1.125E-010
  10.19	1.125E-010
  10.20	1.125E-010
  10.22	1.125E-010
  10.23	1.125E-010
  10.25	1.125E-010
  10.27	1.125E-010
  10.28	1.125E-010
  10.30	1.125E-010
  10.31	1.125E-010
  10.33	1.125E-010
  10.34	1.125E-010
  10.36	1.125E-010
  10.38	1.125E-010
  10.39	1.125E-010
  10.41	1.125E-010
  10.42	1.125E-010
  10.44	1.125E-010
  10.45	1.125E-010
  10.47	1.125E-010
  10.48	1.125E-010
  10.50	1.125E-010
  10.52	1.125E-010
  10.53	1.125E-010
  10.55	1.125E-010
  10.56	1.125E-010
  10.58	1.125E-010
  10.59	1.125E-010
  10.61	1.125E-010
  10.63	1.125E-010
  10.64	1.125E-010
  10.66	1.125E-010
  10.67	1.125E-010
  10.69	1.125E-010
  10.70	1.125E-010
  10.72	1.125E-010
  10.73	1.125E-010
  10.75	1.125E-010
  10.77	1.125E-010
  10.78	1.125E-010
  10.80	1.125E-010
  10.81	1.125E-010
  10.83	1.125E-010
  10.84	1.125E-010
  10.86	1.125E-010
  10.88	1.125E-010
  10.89	1.125E-010
  10.91	1.125E-010
  10.92	1.125E-010
  10.94	1.125E-010
  10.95	1.15625E-010
  10.97	1.15625E-010
  10.98	1.15625E-010
  11.00	1.15625E-010
  11.02	1.1875E-010
  11.03	1.1875E-010
  11.05	1.1875E-010
  11.06	1.1875E-010
  11.08	1.1875E-010
  11.09	1.1875E-010
  11.11	1.21875E-010
  11.13	1.21875E-010
  11.14	1.21875E-010
  11.16	1.21875E-010
  11.17	1.21875E-010
  11.19	1.25E-010
  11.20	1.25E-010
  11.22	1.25E-010
  11.23	1.25E-010
  11.25	1.25E-010
  11.27	1.25E-010
  11.28	1.25E-010
  11.30	1.28125E-010
  11.31	1.28125E-010
  11.33	1.28125E-010
  11.34	1.3125E-010
  11.36	1.3125E-010
  11.38	1.28125E-010
  11.39	1.28125E-010
  11.41	1.28125E-010
  11.42	1.28125E-010
  11.44	1.28125E-010
  11.45	1.28125E-010
  11.47	1.28125E-010
  11.48	1.28125E-010
  11.50	1.25E-010
  11.52	1.25E-010
  11.53	1.25E-010
  11.55	1.25E-010
  11.56	1.25E-010
  11.58	1.25E-010
  11.59	1.25E-010
  11.61	1.25E-010
  11.63	1.25E-010
  11.64	1.28125E-010
  11.66	1.28125E-010
  11.67	1.25E-010
  11.69	1.25E-010
  11.70	1.25E-010
  11.72	1.28125E-010
  11.73	1.28125E-010
  11.75	1.28125E-010
  11.77	1.28125E-010
  11.78	1.28125E-010
  11.80	1.28125E-010
  11.81	1.28125E-010
  11.83	1.3125E-010
  11.84	1.28125E-010
  11.86	1.3125E-010
  11.88	1.3125E-010
  11.89	1.3125E-010
  11.91	1.3125E-010
  11.92	1.3125E-010
  11.94	1.3125E-010
  11.95	1.3125E-010
  11.97	1.3125E-010
  11.98	1.3125E-010
  12.00	1.34375E-010
  12.02	1.34375E-010
  12.03	1.375E-010
  12.05	1.375E-010
  12.06	1.375E-010
  12.08	1.375E-010
  12.09	1.375E-010
  12.11	1.375E-010
  12.13	1.375E-010
  12.14	1.375E-010
  12.16	1.375E-010
  12.17	1.375E-010
  12.19	1.375E-010
  12.20	1.40625E-010
  12.22	1.40625E-010
  12.23	1.40625E-010
  12.25	1.375E-010
  12.27	1.375E-010
  12.28	1.40625E-010
  12.30	1.40625E-010
  12.31	1.40625E-010
  12.33	1.40625E-010
  12.34	1.40625E-010
  12.36	1.40625E-010
  12.38	1.40625E-010
  12.39	1.40625E-010
  12.41	1.375E-010
  12.42	1.375E-010
  12.44	1.375E-010
  12.45	1.375E-010
  12.47	1.375E-010
  12.48	1.375E-010
  12.50	1.375E-010
  12.52	1.34375E-010
  12.53	1.3125E-010
  12.55	1.3125E-010
  12.56	1.3125E-010
  12.58	1.3125E-010
  12.59	1.3125E-010
  12.61	1.3125E-010
  12.63	1.3125E-010
  12.64	1.3125E-010
  12.66	1.28125E-010
  12.67	1.3125E-010
  12.69	1.3125E-010
  12.70	1.3125E-010
  12.72	1.3125E-010
  12.73	1.3125E-010
  12.75	1.34375E-010
  12.77	1.34375E-010
  12.78	1.34375E-010
  12.80	1.34375E-010
  12.81	1.34375E-010
  12.83	1.34375E-010
  12.84	1.34375E-010
  12.86	1.34375E-010
  12.88	1.375E-010
  12.89	1.40625E-010
  12.91	1.4375E-010
  12.92	1.5E-010
  12.94	1.5625E-010
  12.95	1.71875E-010
  12.97	1.9375E-010
  12.98	2.25E-010
  13.00	2.53125E-010
  13.02	2.84375E-010
  13.03	3.0625E-010
  13.05	3.21875E-010
  13.06	3.34375E-010
  13.08	3.46875E-010
  13.09	3.625E-010
  13.11	3.8125E-010
  13.13	4.03125E-010
  13.14	4.25E-010
  13.16	4.46875E-010
  13.17	4.6875E-010
  13.19	4.9375E-010
  13.20	5.09375E-010
  13.22	5.21875E-010
  13.23	5.375E-010
  13.25	5.59375E-010
  13.27	5.78125E-010
  13.28	5.96875E-010
  13.30	6.15625E-010
  13.31	6.3125E-010
  13.33	6.46875E-010
  13.34	6.5625E-010
  13.36	6.59375E-010
  13.38	6.625E-010
  13.39	6.65625E-010
  13.41	6.625E-010
  13.42	6.53125E-010
  13.44	6.34375E-010
  13.45	6.21875E-010
  13.47	6.09375E-010
  13.48	6E-010
  13.50	5.9375E-010
  13.52	5.84375E-010
  13.53	5.8125E-010
  13.55	5.75E-010
  13.56	5.71875E-010
  13.58	5.65625E-010
  13.59	5.5625E-010
  13.61	5.4375E-010
  13.63	5.375E-010
  13.64	5.375E-010
  13.66	5.5E-010
  13.67	5.5625E-010
  13.69	5.625E-010
  13.70	5.71875E-010
  13.72	5.8125E-010
  13.73	5.96875E-010
  13.75	6.09375E-010
  13.77	6.28125E-010
  13.78	6.5E-010
  13.80	6.625E-010
  13.81	6.6875E-010
  13.83	6.75E-010
  13.84	6.84375E-010
  13.86	6.9375E-010
  13.88	7.03125E-010
  13.89	7.125E-010
  13.91	7.25E-010
  13.92	7.375E-010
  13.94	7.53125E-010
  13.95	7.65625E-010
  13.97	7.9375E-010
  13.98	8.46875E-010
  14.00	9.28125E-010
  14.02	1.01563E-009
  14.03	1.10312E-009
  14.05	1.175E-009
  14.06	1.23437E-009
  14.08	1.275E-009
  14.09	1.30312E-009
  14.11	1.33437E-009
  14.13	1.375E-009
  14.14	1.425E-009
  14.16	1.48437E-009
  14.17	1.55312E-009
  14.19	1.62187E-009
  14.20	1.68437E-009
  14.22	1.71875E-009
  14.23	1.7375E-009
  14.25	1.74062E-009
  14.27	1.75625E-009
  14.28	1.80312E-009
  14.30	1.87812E-009
  14.31	1.95625E-009
  14.33	2.02813E-009
  14.34	2.0625E-009
  14.36	2.05937E-009
  14.38	2.05313E-009
  14.39	2.04063E-009
  14.41	2.03125E-009
  14.42	2.02187E-009
  14.44	2.00312E-009
  14.45	1.95E-009
  14.47	1.87187E-009
  14.48	1.80312E-009
  14.50	1.75625E-009
  14.52	1.7125E-009
  14.53	1.67812E-009
  14.55	1.65312E-009
  14.56	1.625E-009
  14.58	1.6E-009
  14.59	1.57812E-009
  14.61	1.5625E-009
  14.63	1.55E-009
  14.64	1.55E-009
  14.66	1.55312E-009
  14.67	1.55937E-009
  14.69	1.56562E-009
  14.70	1.5875E-009
  14.72	1.62812E-009
  14.73	1.675E-009
  14.75	1.71562E-009
  14.77	1.75E-009
  14.78	1.775E-009
  14.80	1.79375E-009
  14.81	1.81562E-009
  14.83	1.8375E-009
  14.84	1.85E-009
  14.86	1.84062E-009
  14.88	1.8375E-009
  14.89	1.86562E-009
  14.91	1.90312E-009
  14.92	1.9375E-009
  14.94	1.95312E-009
  14.95	1.9625E-009
  14.97	1.94375E-009
  14.98	1.90937E-009
  15.00	1.875E-009
  15.02	1.84062E-009
  15.03	1.81875E-009
  15.05	1.81875E-009
  15.06	1.82187E-009
  15.08	1.83125E-009
  15.09	1.82812E-009
  15.11	1.79375E-009
  15.13	1.73125E-009
  15.14	1.65625E-009
  15.16	1.59062E-009
  15.17	1.55E-009
  15.19	1.55312E-009
  15.20	1.5875E-009
  15.22	1.6125E-009
  15.23	1.58437E-009
  15.25	1.5125E-009
  15.27	1.41562E-009
  15.28	1.32187E-009
  15.30	1.2625E-009
  15.31	1.25E-009
  15.33	1.26875E-009
  15.34	1.27812E-009
  15.36	1.22812E-009
  15.38	1.15312E-009
  15.39	1.08125E-009
  15.41	1.01875E-009
  15.42	9.75E-010
  15.44	9.40625E-010
  15.45	8.875E-010
  15.47	8.09375E-010
  15.48	7.25E-010
  15.50	6.53125E-010
  15.52	5.8125E-010
  15.53	4.90625E-010
  15.55	4.0625E-010
  15.56	3.46875E-010
  15.58	3.09375E-010
  15.59	2.90625E-010
  15.61	2.84375E-010
  15.63	2.875E-010
  15.64	2.875E-010
  15.66	2.9375E-010
  15.67	2.96875E-010
  15.69	2.96875E-010
  15.70	2.96875E-010
  15.72	3.0625E-010
  15.73	3.125E-010
  15.75	3.21875E-010
  15.77	3.3125E-010
  15.78	3.34375E-010
  15.80	3.34375E-010
  15.81	3.34375E-010
  15.83	3.34375E-010
  15.84	3.375E-010
  15.86	3.40625E-010
  15.88	3.40625E-010
  15.89	3.4375E-010
  15.91	3.53125E-010
  15.92	3.59375E-010
  15.94	3.71875E-010
  15.95	4E-010
  15.97	4.375E-010
  15.98	4.71875E-010
  16.00	4.96875E-010
  16.02	5.125E-010
  16.03	5.3125E-010
  16.05	5.375E-010
  16.06	5.40625E-010
  16.08	5.59375E-010
  16.09	5.75E-010
  16.11	5.84375E-010
  16.13	6E-010
  16.14	6.21875E-010
  16.16	6.4375E-010
  16.17	6.6875E-010
  16.19	6.9375E-010
  16.20	7.21875E-010
  16.22	7.4375E-010
  16.23	7.71875E-010
  16.25	7.96875E-010
  16.27	8.15625E-010
  16.28	8.28125E-010
  16.30	8.375E-010
  16.31	8.4375E-010
  16.33	8.40625E-010
  16.34	8.25E-010
  16.36	8.1875E-010
  16.38	8.09375E-010
  16.39	7.875E-010
  16.41	7.59375E-010
  16.42	7.34375E-010
  16.44	7.0625E-010
  16.45	6.71875E-010
  16.47	6.5E-010
  16.48	6.28125E-010
  16.50	6.0625E-010
  16.52	5.84375E-010
  16.53	5.84375E-010
  16.55	5.875E-010
  16.56	5.9375E-010
  16.58	6E-010
  16.59	6.03125E-010
  16.61	6.0625E-010
  16.63	6.125E-010
  16.64	6.21875E-010
  16.66	6.3125E-010
  16.67	6.46875E-010
  16.69	6.6875E-010
  16.70	6.8125E-010
  16.72	6.96875E-010
  16.73	7.25E-010
  16.75	7.5625E-010
  16.77	7.8125E-010
  16.78	8E-010
  16.80	8.125E-010
  16.81	8.125E-010
  16.83	8.15625E-010
  16.84	8.21875E-010
  16.86	8.28125E-010
  16.88	8.40625E-010
  16.89	8.59375E-010
  16.91	8.84375E-010
  16.92	9.3125E-010
  16.94	9.9375E-010
  16.95	1.07187E-009
  16.97	1.17187E-009
  16.98	1.29687E-009
  17.00	1.40625E-009
  17.02	1.49375E-009
  17.03	1.55625E-009
  17.05	1.62187E-009
  17.06	1.69062E-009
  17.08	1.74375E-009
  17.09	1.79687E-009
  17.11	1.84375E-009
  17.13	1.8875E-009
  17.14	1.94375E-009
  17.16	2.01563E-009
  17.17	2.10937E-009
  17.19	2.24375E-009
  17.20	2.39063E-009
  17.22	2.525E-009
  17.23	2.6375E-009
  17.25	2.74062E-009
  17.27	2.82187E-009
  17.28	2.88125E-009
  17.30	2.93125E-009
  17.31	2.94687E-009
  17.33	2.925E-009
  17.34	2.85937E-009
  17.36	2.77812E-009
  17.38	2.7125E-009
  17.39	2.66875E-009
  17.41	2.62813E-009
  17.42	2.55625E-009
  17.44	2.4375E-009
  17.45	2.3125E-009
  17.47	2.19375E-009
  17.48	2.10625E-009
  17.50	2.05313E-009
  17.52	2.00937E-009
  17.53	1.97812E-009
  17.55	1.97187E-009
  17.56	1.97812E-009
  17.58	2.0125E-009
  17.59	2.06563E-009
  17.61	2.1125E-009
  17.63	2.14063E-009
  17.64	2.1625E-009
  17.66	2.19375E-009
  17.67	2.22813E-009
  17.69	2.29063E-009
  17.70	2.38125E-009
  17.72	2.49687E-009
  17.73	2.6E-009
  17.75	2.6875E-009
  17.77	2.8E-009
  17.78	2.90937E-009
  17.80	2.97187E-009
  17.81	3.00937E-009
  17.83	3.00937E-009
  17.84	2.96562E-009
  17.86	2.94062E-009
  17.88	2.975E-009
  17.89	3.02812E-009
  17.91	3.04375E-009
  17.92	3.00312E-009
  17.94	2.92187E-009
  17.95	2.78125E-009
  17.97	2.61875E-009
  17.98	2.47187E-009
  18.00	2.36563E-009
  18.02	2.3E-009
  18.03	2.3E-009
  18.05	2.34687E-009
  18.06	2.40313E-009
  18.08	2.40625E-009
  18.09	2.32187E-009
  18.11	2.16875E-009
  18.13	1.98125E-009
